entity_type,identifier,count,sample_url
facebook_page,Orem-Utah-103787786326610,1,https://www.facebook.com/Orem-Utah-103787786326610/?__cft__[0]=AZbIljUuQbZd7xpIACNHi6h0hHPCabOZm6HmDJdivDxBakfsPBK7V7rThIChswRIgTZR3Fgvk5JQ0w9Zvz1O-kZYaV3Kg2mC3evP3xJfs4ZtenHNFG7lgCWf2gHBHrznevbiXPZKHJGCfTa2KAqGV7t-d8OOQ0vPUvxIAGXLh2X0QcqH_9wIxIhk_QQAmHQd9_uT_Tp3LTdpgpItQMTwkELq2phoLpfE1hW9N8feo4FwqQ4AdSfXSJ0xp5mr8aRN08c&__tn__=kC%2CP-y-R
social,linktree:fantommusic,1,https://linktr.ee/fantommusic
facebook_page,MissingPersonDuo,1,https://www.facebook.com/MissingPersonDuo?__cft__[0]=AZbEcejl1brdKt9-4nHiZXvp9nhanSBfU2JuBwT5rp5U8SUBPvVTVEIktddVEGsovuzb35N8zVEM0INQuAGNhzWirfopv4cZ0U1ON3_t9hrSphqBbpa2tOhFvKfXMTmuiqvelhkDni-PGvNWZSx7NF2GFVepA_Y1SCZej4IONvfN3UC26he_YQNR_W8xPz7u5GjcpiZEaKc6Nu0lNheAR2hZWDKYqRv_utZOTNn7_I9-cStqokja7-e1P_l5AQNLtdTL0qy4pFrL_q-J0MWboAcY&__tn__=-UC%2CP-y-R
facebook_event,1916329282561513,1,https://www.facebook.com/events/1916329282561513/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaAZCbA0zajeJw5cAgm3-Mnshmi0XJdAtMVUtzaytxNEzHiTcfRUqcndtf30dm3XHSsNkAKzmydXE-f7loRcgSH3bwSXL6r0FHoUSq72_2KlADcoKDsb46U8b-8F85zati0E2-InaeJIVKD0di38Uulfgtkvh8R1qUL7tG_1y1ROdFJjHw-rrtb4ET-d1jYnFcqCTtc7MEgdWqBrBLWCAkp&__tn__=H-R
facebook_event,840229215507230,1,https://www.facebook.com/events/840229215507230/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZabpfBlBHs0DoNHDszWLii7dodBuSHNxMN-2abqFHRyOM6n2U3MUxgzEZkwXE7adFcDAhX4uGvmBTttwKXL_0sGVj9asoAUUmOFVWPX5zq3-hnBmCAn0gaUCbYi0yD9_Ppvk3j-8PWMTc9sVUmkQte2_hIh2yu3vnC8U7A9enSETC1iKG1aDIKAo66TFnHv9_s90B4Q7I4uln9oIr5BgBYD&__tn__=H-R
facebook_page,noisyboysutah,1,https://www.facebook.com/noisyboysutah?__cft__[0]=AZYRfJdW50iXxPPIw7gjCqdDCHsccx6cZHFBv7ix-6PDVTrem0aK_knWygsZwTERHd0BBo-wUT2-YUg1cZ9849blhQNJ44vnp_HSuei5eqakm9kdDsj_NwD1gae_ixYB2l6B8bZUqoPAN0uKS7BlJs9WJJ5NrF5pQad7psvr5Iy7AFhR6knipp1Aqh1gyur46dY7OM0OchGzs7Kvu7KuW2w4CP8wzPYaM02npAToA8RUiA&__tn__=-UC%2CP-y-R
facebook_group,1486813598654287,1,https://www.facebook.com/groups/1486813598654287/user/100081072153438/?__cft__[0]=AZZ5I1mzM2_q8EJaW5-dgnahwgcr_qKe5NTdoAPIinoiA76W32bCsWnQ-qMWbDImqsyw3HiRzieGAZJ8JqoBI-4Q5VlfXDZvhM5fx-EkjPrmtvV4y1lBkvglZdwU3jMXjvgAOSwsHcmm4vBwoXD9H6Mi_DtA-gnJPB1RGox5s8LaF_shNgA53bW9ltNtNKixkhM0MNg1_991VM98PxzO_8B-rObZJ5PcFOscU8dZ_ZonAYgFJPjH1JHJBYg9JEQCCcxvQozhVC0sJZqeGCjPJwps&__tn__=%3C%2CP-y-R
facebook_group,1476405607120911,1,https://www.facebook.com/groups/1476405607120911/user/100081072153438/?__cft__[0]=AZZQloD_yDaDra4Wwt8IWfqhtYbiNKoFsoqiNWyV9tzRTRcRnVuPS1H3DQkp3ud9US8Ylp39tV3dL6YEchgZtv_Wb3puM4bB7czwoTxfxBZilwvMTKMZ6VQYM-tMgFwD_n6DbxzrNZN9nnnSniZFZBr3RDWBzgUPW3oMfx5OxT3OxMOmuMHnfMXtkjsy4_7T-23ecJZKrcxT9LgUJtb13tGGf1SGv23bbK48oUJa3x6kbXDEOz9VG8ENJivU1Ln1--oEFoV1Oa78S9cmCGddtKvp&__tn__=%3C%2CP-y-R
facebook_event,689410720567814,1,https://www.facebook.com/events/689410720567814/?post_id=703123275863225&acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment_media%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYaYePsnxBG8zOGqp3rUuuuA6eO0_baWAADQbBJLQHI46krkZypUWrsnGPmfY-K5oMVX588MyNzDYBmmihLKFAsopI7gPRfh4eJETaaUe890kRt-r2pn0a1Ukh72Q8sYrLgNz3eDV_Fvcn9dEE-tdBX2yqgiMK6VsN-3mhyn9AM7k-kilKDnN0XYyg0GR6xWG5iSTa_ksOt2ykq6f8JkkQtivQNjKNQJptGr2BTGdCg8g&__tn__=EH-y-R
facebook_profile_id,61570233672281,1,https://www.facebook.com/profile.php?id=61570233672281&__cft__[0]=AZYSh59nWpd80cKDn-rTxAdWmjwzSV4l5LEiGP9FAySQoWh6KfVfUvHhJkYmt8KggFBW7DDPRCiJwfBzrFfZGEs9vY-9njf7BqmC7wmSEu6wavHzUqO0uVsDy4Hg340VTU6MdAk9_2O9VCuTXSlfsRncJeAlRb-JraFrAZrfOYYZ_GP77B-BX43ULKDrEqFjhc-sIGkMW-6vIitddGh_jMzZw1FakO3WQ1ud9nxQq4yzkoV6a9AFyFCXanxdQGycNJ8MMqXPJrn6_7bTLQKFAFh4&__tn__=-UC%2CP-y-R
facebook_page,amyterry88,1,https://www.facebook.com/amyterry88?__cft__[0]=AZb6jKd6tdAnvQAUQvMFEqIFyCUGfxkjd0IzeOylbftQVogwpoDpBt4PiCbpsVqh2XsE9UbXSH4tRC6n8EZwAnTxYKDghFpBjGDdjV-lqEeUhmBQKbHDofSnV6CixLejlKzFiUSuMnw-q7kwvqzGBVb-bgTHyJZJ01YYF8FPlQEqBtJIPPfdqap5pNxH2TMI9Ph3EDW4cEt2zGgNMR4_2s0KHH3sp65UF2Iqk_3tIoAzTQ&__tn__=-UC%2CP-y-R
facebook_event,1779107132755560,1,https://www.facebook.com/events/1779107132755560/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZ11bf_jhNCGm3CuyIQjxGsKnfSiB3XIjgB8Lm4ltAJyZo_4kpbXSA_W2Yzo-iK99-fR95Aie2Lnr3NFLneKz1ZC4MaRubzyybC05Jp85y0nzdkAB05SWvHALwCnrkUOvr7zbSvdxGD_aYZ6AeNSvAFi3AMtLYYPiUl39cx5fzPez78Z7xqwh_l-9VGsf7iicj6YOqzGiRMrLsulkrb1Hq0&__tn__=H-R
facebook_event,2031450164066458,1,https://www.facebook.com/events/2031450164066458/?__cft__[0]=AZbVWGZvlaotfKAlRi3i-DoJQP2IHg0OO7vrr8TBu6-xEzXTvBkc2APg79XzT1PhzWzdXjVWWREGoBSUbLcTZBer14bB6eJsPzC44vq7TpVeYAdF46vx0bXFOyvX9DyA88HnEq9b-Z9u1cMjFAqCIrUZsesJs6pRkg3tavysGxHVhgYHB076D1_aVWkUKMf4ANNfdX4Bn2l8Um92z7WazHSS&__tn__=-UC%2CP-y-R
facebook_event,25674655938839560,1,https://www.facebook.com/events/25674655938839560/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbjvvsqqOm4xU23c6q29Iq9KX6GRnfwU8nIbTbFIJwD_C2sLen_8wWO1mjzhqHNRtRwLKA33wo5JFVeEvYB8kUUa6NQo3ECCjqC9ec4SMLN-2b3PBlMIIczdHcYI_pqSXJPIFUHJLHo_tanFfuHxs6-KU7iNB2dBm2P_OrK_f3QUIcLAzulyiVvon0wYBKxlgjhMna3ZubskBKdshIvmFyc&__tn__=H-R
facebook_event,3234969343324265,1,https://www.facebook.com/events/3234969343324265/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbewjFExW4rgGOBrZ7pGPRwqwDYTOLOW8qEPglBu_X5L2Id3g7lpTKFoM8P_4QjG4bGslb3EQOgQ5kd4fLVE1Y0LbFVv9MACOMN3001to-TZE6Mg-eEVtSMSQCsmJ0U3a5T1LUOBGoBiwxBTwdm4xo7Ue6ZU2yboHxFqNC0HHH6XZglh1njIWQ1uaEKg3tSARDrUGsy5SnceHVF_eJemigX&__tn__=H-R
facebook_page,runawayfire,1,https://www.facebook.com/runawayfire?__cft__[0]=AZYGshU-aO8pJ90IHjsE7ZoCBGhPAxX6P20GAh7LQWkADx6_G6gqiw3G4GvKR06WJgUfFEbldGKJ4URtE6XgjdK4JUJAOZi5vBOACnF7-VN8X6BjxhEoDmwbszirg6FWp0DljyHzbbPXX2ODcQqUsHI4PV6K8b29maqSUXyiQUoYy-FRlh5Xfll1G8bmswFrCPi68P1w3mawRPCuK8GBXhuxAgdbT6-rHcfBc4104-pcFQ&__tn__=-UC%2CP-y-R
social,linktree:redpetemusic,1,https://linktr.ee/redpetemusic
social,bandcamp:gratefulutah,1,https://gratefulutah.bandcamp.com/
social,linktree:thedaylites,1,https://linktr.ee/thedaylites
social,youtube:daylites,1,https://youtube.com/@daylites
facebook_event,2018569862293044,1,https://www.facebook.com/events/2018569862293044/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaY50bKPWsAX2OZ4QQp1nRahBaT6d3zMhnh64FtG02lEaeJEnsUrg3Uc9XdNMmES9CO3KJVg7JwwBPAAw8dY4sHyHrLebtaD13WE9ffX3ReLzfrPsDGq7_-bu7AFh0OswXiMQ3epUTWKK-QUs0ko_HbQFNTN2S80N8E3AGvQyl8bS0PwQQwpUjvSslN6UjL9G5IZY866NUA5kjQABNQG4rS&__tn__=H-R
facebook_group,779601745455369,1,https://www.facebook.com/groups/779601745455369/user/1068959350/?__cft__[0]=AZZjaxHQrU1tA8Dr-NuUuO6UHzgq9h4mE-e_W5uFZLCXTdu7U-qNmmWA6Z20pP142enbEVI_JV8-SBs2373FZiUMJ0zyAP5bUAbUuN7qFbxDvHfJk8IZFW4wCgsk-ZkMooJtywhmInMOWrxnchsTYKaAXenJClsoLVuWfPFAAiKm0H4O0jZChhcr3mCr6YHfum0FQbcb5HinkBsbD5V0hPLg3JMnnOVjknE5k8jh2Xg5_x3NHWx9K-vOFAa_ABX68TPMCRsiOEAGVa4awgTtiKdR&__tn__=%3C%2CP-y-R
facebook_event,836247052127777,1,https://www.facebook.com/events/836247052127777/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZaCawwD6IQY3j25b_45towQojDM4-BVUvYzbfMu5_OybeDkNhg5k_7mCSO8FguRvsLA20dlny_pVkhhgR51u6PMKhZssM61q1MpReatHTg8l2PFrAQks_StNrWrEIhO43Oec5q0EXMT3qPJxEqlCSGDcBz259EGBA9Mxssx3yYDnLCHkv-vxGxJBorsfCbMQ6oB2M8gA1_gCd-iVfikJEjS&__tn__=H-R
facebook_event,1778493642803650,1,https://www.facebook.com/events/1778493642803650/?post_id=1778494222803592&acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment_media%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYITQlj7RWji0MeaGReXF_6PNkWzzxd-Tmsll1IlST6n48vedxbPDBKOeXr7nKirpvcjlJwk85J1M7bs-PKmcgfsh-Xbli-fOlcD4ltKFui21IAVgh9AnRm7yq6houZOxBSGB5dVUGd8zdERLphHzqXN8_9TB53IBfIJnPPw13jqvcd54eaOPeycHldAkHL-RmYJN2bmKFLdyKLcxcpeCcd3nlVfoqnzz3fpzyGLNiy3g&__tn__=EH-y-R
facebook_page,newbornslaves,1,https://www.facebook.com/newbornslaves?__cft__[0]=AZYITQlj7RWji0MeaGReXF_6PNkWzzxd-Tmsll1IlST6n48vedxbPDBKOeXr7nKirpvcjlJwk85J1M7bs-PKmcgfsh-Xbli-fOlcD4ltKFui21IAVgh9AnRm7yq6houZOxBSGB5dVUGd8zdERLphHzqXN8_9TB53IBfIJnPPw13jqvcd54eaOPeycHldAkHL-RmYJN2bmKFLdyKLcxcpeCcd3nlVfoqnzz3fpzyGLNiy3g&__tn__=-UC%2CP-y-R
facebook_event,1385057349618911,1,https://www.facebook.com/events/1385057349618911/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZlFKjvfHEZ5IAZ7XIu-g-YkL107GoDP6xvrtQq-XswNAcJId9XiW9fi4C9cs5Ed-BQ5suf9E3C8cU5qpDXEy2FQF2OHnixAtzmm7OpY693T3ID76FX1wt2Ub_dUUnOYjBGCsFWDjoBrlQe9WZbqLrlUMl2G4BK_o5vhkO85BxzpM7t22apcsonqTAzTQVbzsysXBLotJBtbvX3-msUAKtJ&__tn__=H-R
facebook_event,1545505689895546,1,https://www.facebook.com/events/1545505689895546/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22home%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbV6vyuhDJGmn4LaQnfvkonyjuWqupFv4ZuiolTl_HCiwn0Y1ZFyNhplm0Fq9dfcwqPIKrzjec3i-V1tf5qgebkFKH9wAscr_rznZZ3PM4sbC88-d93Yipl07EMXWopX17ELF-zzivhiozIISZ_L0LK3N5u7GUmvswSnezlEwqKPkISpow-O7NSE7ChYivYA6vQefbr--VaUan0WbgWI6Z9&__tn__=H-R
facebook_page,theHogWallow,1,https://www.facebook.com/theHogWallow?__cft__[0]=AZY8wvzseBFcweGbaIzQrlrOlHiJp386hHpbPsGmbV5SduUm31LK0EXxALzRYpgkv8XsJUIsQq7W8LwRNkkKlFMJp4Y5C6bV1baaRdwj_94lBWmRobsb55fLYsJinTxECM4lgjy78Fi68DLFpQt8F3I9ogHDs0ucATTB5kugL-G1UU039kluofheASrAiZmeXJ3UGMl2XH35WZdPK-03ecaci6W1LmKWz8u6Tjexphr0sg&__tn__=-UC%2CP-y-R
facebook_page,KRCLSundaySage,1,https://www.facebook.com/KRCLSundaySage?__cft__[0]=AZZKhUFa5w3PL1IdkjRlh2KNtFL0tYosPDzohLXoQPrivBIzRbS79Tpumw54C0WNxMbOQo8F3vB_ymd0RVXNX-z7_SCpYP8Ufw-iCokZfJXptHEAfNy-F2nimvT0at4jvgbEvfBzgfnT9uqBRWYxteBW3khx0u4KVZCXhhDCgos6RmJtUGfGje34p6aH1IUTHJHI90WphgjbU9yhJhFzJgpzZyt6EN653dTnjb38l-KZGQ&__tn__=-UC%2CP-y-R
facebook_event,create,1,https://www.facebook.com/events/create/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22group_featured_unit%22%2C%22surface%22%3A%22group%22%7D]%2C%22ref_notif_type%22%3Anull%7D&dialog_entry_point=group_featured_upcoming_events&group_id=1704209863498222
social,instagram:theflyingcoffeebeans](https:,1,https://www.instagram.com/theflyingcoffeebeans](https://www.instagram.com/theflyingcoffeebeans)
facebook_page,ZamTripOfficial,1,https://www.facebook.com/ZamTripOfficial?__cft__[0]=AZY_hz75TUeqBOTQuk58unPDxSjTlx63-rVfuo_Jr9sMPRpsFsn__V81dBQRRZBgXXhzK0_0WuMMtw6jp7HSvMHQ-i2CPWpTUmqw6pbDgp1hsNVMbIh39ZaGIEBhLVwA926z0_KqmQnL1rNxRVMvU0Bfmpu9u7T9iGW0Ic4JkYERam-ZTnbuuoxBzajqZxjREYQf-59YZcIyCvFLyZzXHPCT6m-6v-7gN8jJfdZwUIi4rQ&__cft__[1]=AZaYEplE8f9ncvRhZcFfwyEAIuR_4d9Xvb_y4iyNAwIoeyr6tt2hrp7qy5jMxEtKYNPzBI6GOzSvbcWgvzOTLnRAkPTSv1A0KzwK-vMj1uWBEHxKpenRlEIBGqS_v-MK0Ga3r3bWT0rWLBihxMcZvpNrkdJoTvHsN055VH039Xkae6Pk6-Ub19cR1ivPsbXl7i1LikDm054KVbmXszdrer7Z&__tn__=KH-R
facebook_profile_id,100040378462055,1,https://www.facebook.com/profile.php?id=100040378462055&__cft__[0]=AZY_hz75TUeqBOTQuk58unPDxSjTlx63-rVfuo_Jr9sMPRpsFsn__V81dBQRRZBgXXhzK0_0WuMMtw6jp7HSvMHQ-i2CPWpTUmqw6pbDgp1hsNVMbIh39ZaGIEBhLVwA926z0_KqmQnL1rNxRVMvU0Bfmpu9u7T9iGW0Ic4JkYERam-ZTnbuuoxBzajqZxjREYQf-59YZcIyCvFLyZzXHPCT6m-6v-7gN8jJfdZwUIi4rQ&__cft__[1]=AZaYEplE8f9ncvRhZcFfwyEAIuR_4d9Xvb_y4iyNAwIoeyr6tt2hrp7qy5jMxEtKYNPzBI6GOzSvbcWgvzOTLnRAkPTSv1A0KzwK-vMj1uWBEHxKpenRlEIBGqS_v-MK0Ga3r3bWT0rWLBihxMcZvpNrkdJoTvHsN055VH039Xkae6Pk6-Ub19cR1ivPsbXl7i1LikDm054KVbmXszdrer7Z&__tn__=KH-R
facebook_page,tom.niemiec.9,1,https://www.facebook.com/tom.niemiec.9?__cft__[0]=AZY_hz75TUeqBOTQuk58unPDxSjTlx63-rVfuo_Jr9sMPRpsFsn__V81dBQRRZBgXXhzK0_0WuMMtw6jp7HSvMHQ-i2CPWpTUmqw6pbDgp1hsNVMbIh39ZaGIEBhLVwA926z0_KqmQnL1rNxRVMvU0Bfmpu9u7T9iGW0Ic4JkYERam-ZTnbuuoxBzajqZxjREYQf-59YZcIyCvFLyZzXHPCT6m-6v-7gN8jJfdZwUIi4rQ&__cft__[1]=AZaYEplE8f9ncvRhZcFfwyEAIuR_4d9Xvb_y4iyNAwIoeyr6tt2hrp7qy5jMxEtKYNPzBI6GOzSvbcWgvzOTLnRAkPTSv1A0KzwK-vMj1uWBEHxKpenRlEIBGqS_v-MK0Ga3r3bWT0rWLBihxMcZvpNrkdJoTvHsN055VH039Xkae6Pk6-Ub19cR1ivPsbXl7i1LikDm054KVbmXszdrer7Z&__tn__=KH-R
facebook_event,1229544132416899,1,https://www.facebook.com/events/1229544132416899/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYC8Ii7mCnxEWIRLlp-1MR8ZcdjsSc6r2jJctrcVdhB-fhk6N31liZ4ICcPQQg5G-pb9KQtR6PCm3TWSRqMe0gzlpSyxK6CPXTg62wftTFYJe5rnKI3dQBE0K01p07ogt0fV0eT05EGgsPP9mjPTW8lUowL6z5L12UMaofIXqX_Wed3_JQLc1b1gCG__BdD9g1r3eG-fNRbwKOXcvqs8nz3&__tn__=H-R
facebook_event,1988156645367161,1,https://www.facebook.com/events/1988156645367161/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbKldnVYZeILw5J75ClgZdoUb_VD42xJy3QpbBBL55GrV4sCK7J0RXrYmORbSBKLQkOvmhC1QxBzxcSji-fDinuOtiVSKi_riAizF1n3YaLnzxAEJqdOi4UQcS7neVGo7cGClu3iVxEXbWzbE2HU_IJ3Ylmco6RgkL9O9rMsO85HB9P2FSkjCzcsbhBwVHPc_gUmgMowYyZBNHJx3eS3mvc&__tn__=H-R
facebook_event,2328379084271234,1,https://www.facebook.com/events/2328379084271234/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZbNTyH4WQliD6sq5A-ZeKsMmeCY1akBsqkeeQvVzkOHuE3BpCtQE1qJsmSX_oehSuFLFQ1c_FwXL-jmZ-5w-uhWzV4veGKQWf0igkI8PNAHIbHEo5XKGTXZH4xNyKHo_JQ5ZmUzfuD9hA-X8-5uBJdA5IsBxzREllsoPDQYrzAIlup6OZ5umcC7uhgQMw6xtPHp3Ncy6Mv7Fa4dgAweKpyo&__tn__=H-R
facebook_page,thealleycatsslc,1,https://www.facebook.com/thealleycatsslc?__cft__[0]=AZbNpxQZ5VcnhvetilJ8G3UKjBhBugvtKs0SmKlZeWkqLbHt7q6zDcHo68xHI3KB_lmqaBjJeVaW_42zNOtHmfG8OCGAQHW-Xilydmd6faGSPlBB9zVMgL6BdopTD3d5e9TJl1Dnjow4yYVTdi21EFW9MxTUyZp3-67K_a7gs77anW1qT7YGok3LL5X5qovznd4m3tfpTqDvTBmfl9EsohKdQBwD5ke3mhz7iCvDh-ieGQ&__tn__=-UC%2CP-y-R
facebook_page,api,1,https://www.facebook.com/api/graphql/www.therocksalt.com?__cft__[0]=AZbh6uNeKG4ocUqHSJsNIHOEt33yidLOORsIwVEEjSrnFX-V4aymWNTH1tKZOKzUbq3ERxF5Bx-W1pDYdGfqUD4SUXGqkjNmpfEoGRo9unn0jclFvrO5xNHv1vGIhpWt4TTDrXurhjtA4xdSkvKRJkkjujwcjWbDLpF6i8l2Tzt-si-XLj7xdJyztjCnkNm66Gq9OXMej98PtYns10OAKKsF&__tn__=-UK-R
facebook_event,1553969129313370,1,https://www.facebook.com/events/1553969129313370/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZZOUEl92yEVXWyYE22q1jr2QtMAIaZsXudoyRFcl3FZ2CHF0bS-trlVqX4iUyqxGsosatJxKwZmMEoV64gonyb7r2VCpEJdtTHXOYm3o4MyNBPKuTtVy2UxyXszg726QlMmZ0kaO3feWPLdVlnyA77nXeIJSM8HVJoXQxKl8KY-dLAp-RIPxrzGtHT1L0V3g03R5gngzDL1ux0lPj0TuEI9&__tn__=H-R
facebook_group,6131904358,1,https://www.facebook.com/groups/6131904358/?__cft__[0]=AZadufF_AiiMlQqZGv6lE5NQxcCCHB6zCuMwwp_WLpi-fjXJj5_Eslhg_LD3zuZg-zpqMGAUPuUu03KyxhVSI0r-CSHoSwqWv0aBzyRYcE_dbJ9tdzDQF4NWxfSCOkYF39epadEtt3cwEiCXcG43rdCAzc1lfpk3pDUGtCJzz4Sj59NvOjghiClNcdiSYGeLxHo&__tn__=-UK-R
facebook_event,1977377536444063,1,https://www.facebook.com/events/1977377536444063/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZYsxBxGJKFBxDvLWCQuQDRapI_evaRvuZ87L0ZsHIfEBdZPxYAz5sj0kT9Y403bLUp4euAqSNgkfwcUUsNEI5Tdmlhag_TS0tC0XBjuOGkKC5Ag-SGLWjqLJO1Ays75GM9On3ygJ-zDxR5RrX_JosWTmS6ZkCqSoZP6amCiFCYWoGzTCZ5dmo9f0igj_YUBPQKGgPirLchnnG7TZZ0VPjGx&__tn__=H-R
facebook_event,2041880263285519,1,https://www.facebook.com/events/2041880263285519/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZawVYykWrMK3ZL1YWuyEMVF__3DYybOQBAsqw2ix02kb8SE8a3J7p5PwsMbDFi9p04mM0FlHNL9jjX7E8VqDCa9BPhf6ZPdCVStsoklz9jxC0FgOwFmp6sa1NLPffE98wBWFtpdh6y4xt_OK8Osm3iM96vkBbMVMSkgrBoEeQlrtALqmJymSFt0PkPSMmqA4B2QoD_XYGc-edsDYj4_eeGE&__tn__=H-R
facebook_page,61578367498282,1,https://www.facebook.com/61578367498282/videos/4298748507080309/?__cft__[0]=AZax-69ZtbfDljF_JmWYzwfRHeI0OhfWeeAWdPGMDhRyCs-DUJerQ1MdGSWMzTO7XNILDx_e84CRSB0f5Axe0TFmYZLdOT15ymuVXQCmpn2QeAe8l-qyu-t2RFhWO9Ku2ecGT-6kHonIig5u9Ertg9k5Bc-bXO7F1WPb7tjbSKjnb97dU13CmVCAL6kYwf4VHHVggqaktjC0C7sUu-TCzk2N&__tn__=%2B%3FFH-R
facebook_event,1491230248806440,1,https://www.facebook.com/events/1491230248806440/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D]%2C%22ref_notif_type%22%3Anull%7D&__cft__[0]=AZax-69ZtbfDljF_JmWYzwfRHeI0OhfWeeAWdPGMDhRyCs-DUJerQ1MdGSWMzTO7XNILDx_e84CRSB0f5Axe0TFmYZLdOT15ymuVXQCmpn2QeAe8l-qyu-t2RFhWO9Ku2ecGT-6kHonIig5u9Ertg9k5Bc-bXO7F1WPb7tjbSKjnb97dU13CmVCAL6kYwf4VHHVggqaktjC0C7sUu-TCzk2N&__tn__=H-R
